Feat,Indi,Pais,CCod,ICod,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Emisiones de metano (kt de equivalente de CO2),Environment,Suriname,SUR,EN.ATM.METH.KT.CE,941.366,761.689,812.7289999999998,809.029,820.867,902.457,981.111,852.442,997.015,1061.3,1143.86,1129.81,1165.08,1168.27,1045.7,1063.75,1096.37,1166.92,1043.99,1046.35,986.594,1005.58,1105.44,1067.74,836.553,923.12,914.578,851.938,769.6439999999999,631.2040000000002,617.9730000000002,718.6469999999998,800.922,712.2539999999998,974.092,670.2660000000002,594.373,598.859,594.389,686.87,695.4780000000002,702.43278,709.38756,,,,,,,
Emisiones de metano relacionadas con la energía (% del total),Environment,Suriname,SUR,EN.ATM.METH.EG.ZS,4.46119450785671,4.86046432709411,4.631237147976369,5.414792733669982,4.732661283663232,4.26789511556408,3.9227715732147503,5.11424857274454,4.08260925381549,3.96804002043511,3.8184139991551502,3.71302896986919,3.69907676821264,3.56731481480892,3.82818566752448,3.13319321122028,2.7789267706395697,2.41237039736122,2.7746746966428195,3.0105621870597594,4.62844779757174,4.6773850947054285,4.22836948527636,4.34272143658134,6.32994692638026,5.78953759660712,2.1821800748335702,2.30937551093672,2.59510717309325,3.19634037950011,2.9240308972269,9.19438196009485,2.53388133030993,1.4700737506015,2.11687922827627,3.01317696909437,3.4166021225239303,3.40068718420806,3.63458685688396,,,,,,,,,,,
Emisiones de metano en el sector de energía (miles de toneladas métricas de equivalente de CO2),Environment,Suriname,SUR,EN.ATM.METH.EG.KT.CE,41.9961682908304,37.0216221283999,37.6394073603769,43.8072435052829,38.84885469936779,38.5159182230662,38.486743409683,43.596002818475,40.7042266519285,42.1128087368778,43.6773103707361,41.9501726044791,43.097203611091786,41.6758687869682,40.0313375253035,33.3293427843558,30.467319435261107,28.150432640887495,28.9673263654814,31.5010174442998,45.663988263975,47.034849035338794,46.742087638038996,46.3689738669536,52.9533609110419,53.444379461799706,19.9577388848114,19.674447540364,19.9730866512818,20.175428329019894,18.069721456520003,66.0751501247629,20.2944130283449,10.4706590916092,20.6203512123009,20.1963007436701,20.3073605337092,20.3653212644765,21.603584472764002,,,,,,,,,,,
Emisiones de metano procedentes de la actividad agrícola (% del total),Environment,Suriname,SUR,EN.ATM.METH.AG.ZS,52.600544809051506,65.262769322217,56.256556283409004,65.430654807168,62.5221345629054,59.4965684578683,54.8668981103978,63.701034335327606,60.183703999115714,59.9144325876353,60.362756258964794,65.5679827174061,64.2381185776342,63.818427647306,71.7840520735181,69.76505204153051,67.4051216705465,60.278388504358595,65.8219481873206,65.5499824527474,54.154555684156506,58.5125603746869,58.6947503289787,52.371503468983896,62.5612170662043,59.6937736449782,60.047141043271,56.2518702934499,59.7133563802044,71.304532133298,66.0418490443705,65.4846299503529,50.4285061066137,67.94979636052521,49.067082757307304,71.4087098288737,80.0537565323599,79.1454828417493,79.3007562839909,,,,,,,,,,,
Emisiones agrícolas de gas metano (miles de toneladas métricas de equivalente de CO2),Environment,Suriname,SUR,EN.ATM.METH.AG.KT.CE,495.163644647176,497.099335022701,457.213347316587,529.3529722798829,513.223570322485,536.9309468078241,538.305172719905,543.0143711087529,600.040556426783,635.871873052573,690.465423743795,740.793625539526,748.425471924301,745.571544675182,750.645832532779,742.125741091781,739.009532459371,703.400571135061,687.174556880808,685.8822413943229,534.285597106547,588.3906046157759,648.8352480366619,559.191491139729,523.357738203844,551.0451632715229,549.177941610727,479.231058740611,459.5802645788609,450.077059006662,408.12079579496805,470.60332859931196,403.892999679213,483.975142569695,477.958527772309,478.62830302159796,475.817914314083,473.969847091271,471.354972268851,,,,,,,,,,,
Emisiones de gases de efecto invernadero totales (% de cambio desde 1990),Environment,Suriname,SUR,EN.ATM.GHGT.ZG,,,,,,,,,,,,,,,,,,,,,,-3.8142777746051904,0.5700147653290971,5.465723703785219,-19.1199852427678,-12.4801251983313,-10.3513372932033,-11.4757789495779,-69.6717949445811,-76.03368805971591,-76.22608075983929,,-70.0931781283758,-73.5829796873252,-68.8289476084439,-75.45144609111709,-75.84044938115501,-76.50106366475941,-68.91913847369621,-70.2250247870341,,-75.2497132553043,-74.68182457983629,,,,,,,
Emisiones de gases de efecto invernadero totales (kt de equivalente de CO2),Environment,Suriname,SUR,EN.ATM.GHGT.KT.CE,10002.5777,7813.9919,8952.7496,8386.1845,8392.1405,9352.2535,10284.9123,8862.489,10317.1017,10465.0604,11021.6972,10680.7747,10823.3116,10508.3434,8647.5121,9115.1443,9354.4063,10453.986,9097.2322,9339.4762,10497.9035,10097.4843,10557.7431,11071.6899,8490.7059,9187.752,9411.2301,9293.1873,3183.8257,2515.9603,2495.7631,,3139.5893,2773.2333,3272.307,2577.0835,2536.24631,2466.89566,3262.83885,3125.7481650060804,,2598.26121843145,2657.8776235695,,,,,,,
Otras emisiones de gases de efecto invernadero (% de cambio desde 1990),Environment,Suriname,SUR,EN.ATM.GHGO.ZG,,,,,,,,,,,,,,,,,,,,,,-5.1090603687834015,0.27061357486055604,8.82652848177568,-20.9959226117914,-13.723300650469401,-10.494122337810301,-9.73023503913727,-90.5844256432292,-97.28578221332,-97.07699622972919,-100.0,-94.4503338555228,-96.7267745798351,-94.5985045535549,-97.9794904813797,-97.8313197833475,-98.58564333696579,-87.47284098455391,-90.30155431062241,-99.79794904813801,-99.79794904813801,-99.79794904813801,,,,,,,
"Otras emisiones de gases de efecto invernadero, hidrofluorocarbonos (HFC),  perfluorocarbonos (PFC) y hexafluoruro de azufre (SF6) (miles de toneladas métricas de equivalente de CO2)",Environment,Suriname,SUR,EN.ATM.GHGO.KT.CE,7027.547900066379,5137.64691831589,5998.14071548462,5253.153162117,5590.47311544418,6018.6878601265,6989.467275886539,5616.48241455078,6746.32965648651,7067.61649795532,7520.765044441221,7377.254678230291,7666.051865081791,7689.270830307009,6043.63001331329,6283.46311012268,6447.07667068481,7336.9633605957,6274.23486572266,6471.98286865234,7411.122530517579,6990.7709066772495,7363.057801055909,8018.406199646,5785.90604598999,6295.89395751953,6485.70756378174,6480.38659713745,418.92002838135,-2.5428164672897,-168.49753128052,,19.4529671478302,-211.73995475769001,-32.145150146480304,-242.84701339722,-187.43955924987998,-306.50179504395,540.38120132446,295.63625979856005,,-507.38558263728,-476.1728971470501,,,,,,,
Emisiones de CO2 procedentes del consumo de combustibles sólidos (% del total),Environment,Suriname,SUR,EN.ATM.CO2E.SF.ZS,5.01138952164009,4.91452991452991,4.831932773109241,4.34782608695652,5.949656750572081,4.3557168784029,4.03669724770642,4.24710424710425,3.21592649310873,3.3546325878594305,2.93663060278207,2.70758122743682,2.34833659491194,3.2,1.88679245283019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Emisiones de CO2 del consumo de combustibles sólidos (kilotoneladas),Environment,Suriname,SUR,EN.ATM.CO2E.SF.KT,80.67399999999998,84.34100000000002,84.34100000000002,91.675,95.342,88.008,80.67399999999998,80.67399999999998,77.007,77.007,69.673,55.005,44.004,44.004,29.336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Emisiones de CO2 (kg por PPA: paridad del poder adquisitivo del PIB de 2011),Environment,Suriname,SUR,EN.ATM.CO2E.PP.GD.KD,,,,,,,,,,,,,,,,,,,,,0.419643069846772,0.473751406020163,0.4752344067911121,0.5030397640021571,0.487372233777519,0.491739368488787,0.4920593343896571,0.47043331676197,0.459856609002557,0.4704415438392841,0.475859516462104,0.492511908022331,0.316678787912611,0.293724338263833,0.27392880191934804,0.26767084045622,0.276859604472052,0.266162908953905,0.28160901160378804,0.28162314292713203,0.321240265194651,0.248813931208846,0.277940276489127,0.22925349735456305,0.237413761870719,,,,,
Emisiones de CO2 (kg por PPA del PIB),Environment,Suriname,SUR,EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,0.646673714643643,0.7061740620294409,0.6926008840740799,0.7161563252620059,0.6793445495027509,0.6713546911721441,0.659711999293563,0.62002597121722,0.59934028855136,0.604409362164835,0.598002030563787,0.6056443623389011,0.383357683042681,0.34908713581676604,0.317025429587157,0.30042485551031106,0.30161066295012,0.282372380626656,0.293058780287362,0.290856144388335,0.32795066522655203,0.248813931208846,0.27271010838425097,0.221060079292599,0.22467803539291892,,,,,
Emisiones de CO2 (toneladas métricas per cápita),Environment,Suriname,SUR,EN.ATM.CO2E.PC,4.37531221886713,4.647856655364049,4.74438377089862,5.77812641300029,4.4308134278217315,5.62464019864932,5.58317712101868,5.31094142744905,6.68684078983745,6.397510715738901,6.599231195013338,5.64086487867319,5.19183475562452,3.79579381466065,4.26286626107317,4.33707865168539,4.70454909926765,4.61939391712616,4.82796536729745,4.6728080889482095,4.37142370572207,4.972143194392321,4.91658960430757,4.77190617480083,4.702740717757782,4.672437088520789,4.65520411054566,4.642681780249741,4.58543464881663,4.57010861974494,4.664057042269969,4.9705966901605,3.24698331726233,3.16391497350095,3.1642869151817297,3.19371366104464,3.4544018840479302,3.45049405200898,3.75831281919389,3.82745153514264,4.53930123164207,3.67947733375189,4.1734741198532985,3.50424362907484,3.5989122910389604,,,,,
Las emisiones de CO2 derivadas del consumo de combustible líquido ( % del total),Environment,Suriname,SUR,EN.ATM.CO2E.LF.ZS,94.9886104783599,93.58974358974359,93.48739495798321,94.2608695652174,92.67734553775742,94.91833030852993,94.6788990825688,94.5945945945946,95.55895865237369,95.36741214057508,95.82689335394129,95.30685920577619,95.6947162426614,94.1333333333333,96.46226415094341,98.39449541284401,98.5416666666667,98.5416666666667,98.6328125,98.6166007905138,98.5507246376812,98.75,98.75886524822693,98.7432675044883,98.56630824372759,98.57904085257549,98.5940246045694,98.6086956521739,98.6086956521739,98.6206896551724,98.66444073455759,98.297213622291,97.423887587822,97.1496437054632,97.1830985915493,97.47126436781609,97.68907563025208,97.71309771309772,97.7358490566038,98.16849816849822,98.6259541984733,97.5791433891992,96.9155844155844,95.98470363288722,96.13259668508292,,,,,
Emisiones de CO2 del consumo de combustible líquido (% del total),Environment,Suriname,SUR,EN.ATM.CO2E.LF.KT,1529.139,1606.146,1631.815,1987.514,1485.135,1917.841,1892.172,1796.83,2288.208,2189.199,2273.54,1936.176,1793.1629999999998,1294.451,1499.803,1573.1429999999998,1734.491,1734.491,1851.835,1829.833,1745.4920000000004,2027.851,2042.519,2016.85,2016.85,2035.185,2057.187,2079.189,2079.189,2097.524,2167.197,2328.545,1525.4720000000002,1499.803,1518.138,1554.808,1705.155,1723.49,1899.506,1965.512,2368.882,1921.508,2189.199,1840.834,1914.174,,,,,
Emisiones de CO2 (kt),Environment,Suriname,SUR,EN.ATM.CO2E.KT,1609.813,1716.156,1745.4920000000004,2108.525,1602.479,2020.517,1998.515,1899.506,2394.551,2295.542,2372.549,2031.518,1873.837,1375.125,1554.808,1598.812,1760.16,1760.16,1877.504,1855.502,1771.161,2053.52,2068.188,2042.519,2046.186,2064.521,2086.523,2108.525,2108.525,2126.86,2196.533,2368.882,1565.809,1543.807,1562.142,1595.145,1745.4920000000004,1763.8270000000002,1943.51,2002.182,2401.885,1969.179,2258.8720000000008,1917.841,1991.181,,,,,
Emisiones de CO2 (kg por US$ del PIB de 2010),Environment,Suriname,SUR,EN.ATM.CO2E.KD.GD,0.792295898769619,0.81293007913291,0.8318172231406941,1.02323953710037,0.774563793024181,0.950023261618223,0.8636747984645758,0.7449067510358991,0.880903077260719,0.8495772897187249,0.962804261336274,0.7697576558623609,0.741138959297095,0.5659611537566059,0.652307248910095,0.6576164459045539,0.718235524142152,0.7657095140108231,0.757659383065749,0.718599387879509,0.7182573605649529,0.8108687093920691,0.8134070003731321,0.860998403436843,0.8341819975092309,0.841656746590855,0.8422043973920791,0.805189497214018,0.7870864979162641,0.8052035786066609,0.8144769325479059,0.842979018412234,0.54202460780795,0.502735975151697,0.4688541105210021,0.45814303912248,0.473870446205064,0.455562076922482,0.481999489374857,0.482023676422698,0.549831991911949,0.42586772031553,0.475720114855387,0.392388255024198,0.406355291475024,,,,,
Emisiones de CO2 del consumo de combustible gaseoso (% del total),Environment,Suriname,SUR,EN.ATM.CO2E.GF.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.309597523219814,0.468384074941452,0.475059382422803,0.469483568075117,0.459770114942529,0.420168067226891,0.4158004158004161,0.377358490566038,0.366300366300366,0.305343511450382,0.37243947858473,0.324675324675325,0.382409177820268,0.36832412523020297,,,,,
Emisiones de CO2 del consumo de combustible gaseoso (kilotoneladas),Environment,Suriname,SUR,EN.ATM.CO2E.GF.KT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.334,7.334,7.334,7.334,7.334,7.334,7.334,7.334,7.334,7.334,7.334,7.334,7.334,7.334,,,,,
Intensidad de CO2 (kg de uso de energía por kg de equivalente de petróleo),Environment,Suriname,SUR,EN.ATM.CO2E.EG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48279005901548,3.5076672036769403,3.31784182601031,3.06627883188773,2.8317680264081,2.5237080422235696,2.90553594108668,3.103209427363,3.23725716531997,3.32104558641315,3.3484802859588503,2.81833886263386,2.89743102979431,2.77179901490363,2.8853095883265,,,,,
Consumo de energía renovable (% del consumo total de energía final),Environment,Suriname,SUR,EG.FEC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.4746703640125,26.9546185561698,31.2501279146072,28.281475904288396,25.9953585571768,22.1249007638447,24.835325571511998,27.2244284620604,28.464872531317,28.6505253324923,24.544339325984396,25.4461272400794,23.0492309364804,25.967145168046798,25.382536365209997,24.913110361030803,,,,
"Producción de electricidad a partir de fuentes renovables, excluida la hidroeléctrica (% del total)",Environment,Suriname,SUR,EG.ELC.RNWX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
"Producción de electricidad a partir de fuentes renovables, excluida la hidroeléctrica (kilovatio-hora)",Environment,Suriname,SUR,EG.ELC.RNWX.KH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
Producción de energía eléctrica renovable (% de la producción total de electricidad),Environment,Suriname,SUR,EG.ELC.RNEW.ZS,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.39590443686008,86.6396761133603,79.3768545994065,72.6109857035365,65.6005685856432,52.700922266139706,66.883963494133,74.1479099678457,77.9454439930354,76.7816091954023,70.1856148491879,60.6355715017939,63.235294117647115,59.935897435897395,62.3394495412844,60.0531443755536,,,,
"Producción de electricidad a partir de fuentes de petróleo, gas y carbón (% del total)",Environment,Suriname,SUR,EG.ELC.FOSL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.604095563139902,13.3603238866397,20.6231454005935,27.3890142964635,34.3994314143568,47.299077733860294,33.116036505867,25.8520900321543,22.054556006964606,23.218390804597696,29.8143851508121,39.3644284982061,36.7647058823529,40.06410256410261,37.6605504587156,39.9468556244464,,,,
Acceso a la electricidad (% de población),Environment,Suriname,SUR,EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.62406,97.1959075927734,96.6212921142578,96.0323944091797,95.4242935180664,94.79205322265629,94.1338424682617,91.01983988861821,92.7845001220703,92.1205062866211,91.4817352294922,91.1975158633725,92.2382278442383,93.0975875854492,93.6703643798828,94.25794219970699,95.11044311523442,95.9681243896484,96.78314208984379,,
Nivel de intensidad energética de la energía primaria (megajulios/PIB en USD según la PPA de 2011),Environment,Suriname,SUR,EG.EGY.PRIM.PP.KD,,,,,,,,,,,,,,,,,,,,,5.10624170926834,5.59899983452175,5.66163891170043,6.0526813225300895,5.88362135619454,5.8951011362716,5.878931442532308,5.63844804475453,5.54659820235206,5.65113684507107,5.7120099405248785,5.850146526200629,3.91959078819962,3.9444959489919,3.95573841856088,4.33426746702244,3.96709540277715,3.57088407105256,3.62166811889312,3.5304722849372,3.9945630965593097,3.69627010079141,4.001410974028629,3.45328938897844,3.44134072016767,3.3941677023039403,,,,
Superficie (kilómetros cuadrados),Environment,Suriname,SUR,AG.SRF.TOTL.K2,163820.0,163820.0,163820.0,163820.0,163820.0,163820.0,163820.0,163820.0,163820.0,163820.0,163820.0,163820.0,163820.0,163820.0,163820.0,163820.0,163820.0,163820.0,163820.0,163820.0,163820.0,163820.0,163820.0,163820.0,163820.0,163820.0,163820.0,163820.0,163820.0,163820.0,163820.0,163820.0,163820.0,163820.0,163820.0,163820.0,163820.0,163820.0,163820.0,163820.0,163820.0,163820.0,163820.0,163820.0,163820.0,163820.0,163820.0,163820.0,163820.0,
Área de tierra (kilómetros cuadrados),Environment,Suriname,SUR,AG.LND.TOTL.K2,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,156000.0,
Área selvática (% del área de tierra),Environment,Suriname,SUR,AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,98.91025641025641,98.88525390625,98.8602576622596,98.83525515825322,98.81025891426279,98.78525641025641,98.76025390625,98.7352576622596,98.71025515825322,98.68525891426279,98.66025641025641,98.6346153846154,98.6089743589744,98.5833333333333,98.55769230769228,98.5320512820513,98.50641025641028,98.4807692307692,98.45512820512822,98.42948717948721,98.40384615384608,98.3794884314904,98.3551307091346,98.33076672676279,98.306409004407,98.2820512820513,98.2576935596955,,,
Área selvática  (kilómetros cuadrados),Environment,Suriname,SUR,AG.LND.FRST.K2,,,,,,,,,,,,,,,,,,,,,154300.0,154260.99609375,154222.001953125,154182.998046875,154144.00390625,154105.0,154065.99609375,154027.001953125,153987.998046875,153949.00390625,153910.0,153870.0,153830.0,153790.0,153750.0,153710.0,153670.0,153630.0,153590.0,153550.0,153510.0,153472.001953125,153434.00390625,153395.99609375,153357.998046875,153320.0,153282.001953125,,,
Tierras cultivables (% del área de tierra),Environment,Suriname,SUR,AG.LND.ARBL.ZS,0.192307692307692,0.211538461538462,0.211538461538462,0.224358974358974,0.224358974358974,0.224358974358974,0.224358974358974,0.23076923076923106,0.23076923076923106,0.237179487179487,0.25641025641025605,0.275641025641026,0.294871794871795,0.307692307692308,0.32051282051282,0.33333333333333304,0.34615384615384603,0.365384615384615,0.365384615384615,0.365384615384615,0.365384615384615,0.365384615384615,0.365384615384615,0.365384615384615,0.365384615384615,0.365384615384615,0.365384615384615,0.365384615384615,0.365384615384615,0.365384615384615,0.365384615384615,0.365384615384615,0.28846153846153805,0.3525641025641029,0.33974358974359004,0.314102564102564,0.314102564102564,0.294871794871795,0.30128205128205104,0.371794871794872,0.3525641025641029,0.371794871794872,0.33333333333333304,0.384615384615385,0.4166666666666671,0.4166666666666671,0.4166666666666671,,,
